"question_text_en","time_limit","subject","options_en","target_language","correct_answer","options_uz","points","options_pl","question_text_az","options_tr","question_text_pl","explanation_ru","options_az","question_text_tr","explanation_tr","question_text_ru","explanation_pl","explanation_az","source_language","options_ru","difficulty","explanation_en","explanation_uz","question_text_uz","id","created_date","updated_date","created_by_id","created_by","is_sample"
"What is a ""Cookie"" in tech?","12","technology","[""A physical snack"",""A small piece of data stored by a browser"",""A computer virus"",""A hardware chip""]","","1","[""Jismoniy gazak"",""Brauzer tomonidan saqlangan kichik ma'lumot"",""Kompyuter virusi"",""Apparat chipi""]","1","[""Fizyczna przekąska"",""Mały plik danych przechowywany przez przeglądarkę"",""Wirus komputerowy"",""Podzespół sprzętowy""]","Texnologiyada ""kuki"" nədir?","[""Fiziksel bir atıştırmalık"",""Bir tarayıcı tarafından saklanan küçük bir veri parçası"",""Bir bilgisayar virüsü"",""Bir donanım çipi""]","Czym w świecie technologii jest ""ciasteczko"" (Cookie)?","","[""Fiziki qəlyanaltı"",""Brauzer tərəfindən saxlanılan kiçik bir məlumat parçası"",""Kompüter virusu"",""Aparat çipi""]","Teknoloji dünyasında ""çerez"" (cookie) nedir?","","Что такое ""cookie"" в сфере технологий?","","","","[""Физический перекус"",""Небольшой фрагмент данных, хранящийся в браузере"",""Компьютерный вирус"",""Аппаратный чип""]","5","","","Texnologiyada ""Cookie"" nima?","69866f8675656f5e83f89f7d","2026-02-06T22:47:34.999000","2026-07-08T22:39:15.290000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"Which unit measures the clock speed of a processor?","12","technology","[""Bytes"",""Hertz (GHz)"",""Pixels"",""Watts""]","","1","[""Baytlar"",""Gers (GHz)"",""Piksellar"",""Vattlar""]","1","[""Bajty"",""Herc (GHz)"",""Piksele"",""Waty""]","Prosessorun saat tezliyini hansı cihaz ölçür?","[""Bayt"",""Hertz (GHz)"",""Piksel"",""Watt""]","Która jednostka służy do pomiaru taktowania procesora?","","[""Baytlar"",""Hers (GHz)"",""Piksellər"",""Vattlar""]","İşlemcinin saat hızını hangi birim ölçer?","","Какая единица измерения используется для определения тактовой частоты процессора?","","","","[""Байты"",""Герц (ГГц)"",""Пиксели"",""Ватты""]","5","","","Protsessorning soat tezligini qaysi qurilma o'lchaydi?","69866f860fb1385fec288cf2","2026-02-06T22:47:34.899000","2026-07-08T22:39:16.628000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"What does ""SaaS"" stand for?","12","technology","[""Software as a Service"",""System as a System"",""Software as a Storage"",""Server as a Service""]","","0","[""Xizmat sifatida dasturiy ta'minot"",""Tizim sifatida tizim"",""Saqlash vositasi sifatida dasturiy ta'minot"",""Xizmat sifatida server""]","1","[""Software as a Service"",""System as a System"",""Software as a Storage"",""Server as a Service""]","""SaaS"" nəyi ifadə edir?","[""Hizmet Olarak Yazılım"",""Sistem Olarak Sistem"",""Depolama Olarak Yazılım"",""Hizmet Olarak Sunucu""]","Co oznacza skrót „SaaS”?","","[""Xidmət kimi proqram təminatı"",""Sistem kimi sistem"",""Saxlama yeri kimi proqram təminatı"",""Xidmət kimi server""]","""SaaS"" ne anlama geliyor?","","Что означает аббревиатура ""SaaS""?","","","","[""Программное обеспечение как услуга"",""Система как система"",""Программное обеспечение как хранилище"",""Сервер как услуга""]","5","","","""SaaS"" nimani anglatadi?","69866f86f456a115c81e790a","2026-02-06T22:47:34.800000","2026-07-08T22:39:18.087000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"What is ""Symmetric Encryption""?","12","technology","[""Using two different keys"",""Using the same key for encryption and decryption"",""No key needed"",""A type of hardware lock""]","","1","[""Ikki xil kalitdan foydalanish"",""Shifrlash va shifrni ochish uchun bir xil kalitdan foydalanish"",""Kalit kerak emas"",""Uskuna qulfining bir turi""]","1","[""Użycie dwóch różnych kluczy"",""Użycie tego samego klucza do szyfrowania i deszyfrowania"",""Brak potrzeby użycia klucza"",""Rodzaj blokady sprzętowej""]","""Simmetrik Şifrələmə"" nədir?","[""İki farklı anahtar kullanma"",""Şifreleme ve şifre çözme için aynı anahtarı kullanma"",""Anahtar gerekmeme"",""Bir tür donanım kilidi""]","Czym jest szyfrowanie symetryczne?","","[""İki fərqli açardan istifadə"",""Şifrələmə və deşifrələmə üçün eyni açardan istifadə"",""Açar lazım deyil"",""Bir növ aparat kilidi""]","""Simetrik Şifreleme"" nedir?","","Что такое ""симметричное шифрование""?","","","","[""Использование двух разных ключей"",""Использование одного и того же ключа для шифрования и дешифрования"",""Ключ не требуется"",""Тип аппаратного замка""]","5","","","""Simmetrik shifrlash"" nima?","69866f8554d9a8f2ed1b13d7","2026-02-06T22:47:33.823000","2026-07-08T22:39:19.558000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"Which was the first ever video uploaded to YouTube?","12","technology","[""Charlie bit my finger"",""Me at the zoo"",""Evolution of Dance"",""Baby Shark""]","","1","[""Charli barmog'imni tishladi"",""Men hayvonot bog'ida"",""Raqs evolyutsiyasi"",""Kichik akula""]","1","[""Charlie bit my finger"",""Me at the zoo"",""Evolution of Dance"",""Baby Shark""]","YouTube-a yüklənən ilk video hansı olub?","[""Charlie parmağımı ısırdı"",""Hayvanat bahçesinde ben"",""Dansın Evrimi"",""Bebek Köpekbalığı""]","Który film był pierwszym w historii wideo przesłanym do serwisu YouTube?","","[""Çarli barmağımı dişlədi"",""Mən zooparkda"",""Rəqsin təkamülü"",""Körpə köpəkbalığı""]","YouTube'a yüklenen ilk video hangisiydi?","","Какое видео было первым, загруженным на YouTube?","","","","[""Чарли укусил меня за палец"",""Я в зоопарке"",""Эволюция танца"",""Baby Shark""]","5","","","YouTube’ga birinchi bo‘lib qaysi video yuklangan?","69866e33595a5f149e15a202","2026-02-06T22:41:55.311000","2026-07-08T22:39:21.473000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"What does ""CAPTCHA"" verify?","12","technology","[""The speed of your PC"",""That the user is human"",""Your internet signal"",""Your typing speed""]","","1","[""Kompyuteringiz tezligi"",""Foydalanuvchi inson ekanligi"",""Internet signalingiz"",""Yozish tezligingiz""]","1","[""Szybkość twojego komputera"",""To, czy użytkownik jest człowiekiem"",""Twój sygnał internetowy"",""Twoją szybkość pisania na klawiaturze""]","""CAPTCHA"" nəyi təsdiqləyir?","[""Bilgisayarınızın hızı"",""Kullanıcının insan olması"",""İnternet sinyaliniz"",""Yazma hızınız""]","Co weryfikuje „CAPTCHA”?","","[""Kompüterinizin sürəti"",""İstifadəçinin insan olması"",""İnternet siqnalınız"",""Yazma sürətiniz""]","""CAPTCHA"" neyi doğrular?","","Что проверяет ""CAPTCHA""?","","","","[""Скорость вашего ПК"",""Что пользователь — человек"",""Ваш интернет-сигнал"",""Ваша скорость набора текста""]","5","","","""CAPTCHA"" nimani tasdiqlaydi?","69866e33349cbeae985c6766","2026-02-06T22:41:55.208000","2026-07-08T22:39:22.814000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"What is ""Augmented Reality"" (AR)?","12","technology","[""A fake world"",""Digital overlays on the real world"",""High-speed internet"",""A type of cloud""]","","1","[""Soxta dunyo"",""Haqiqiy dunyoga raqamli ustma-ust tushish"",""Yuqori tezlikdagi internet"",""Bulutning bir turi""]","1","[""Sztuczny świat"",""Cyfrowe nakładki na rzeczywisty świat"",""Szybki internet"",""Rodzaj chmury obliczeniowej""]","""Genişlənmiş Reallıq"" (AR) nədir?","[""Sahte bir dünya"",""Gerçek dünyanın üzerine dijital katmanlar"",""Yüksek hızlı internet"",""Bir tür bulut""]","Czym jest ""Augmented Reality"" (AR)?","","[""Saxta dünya"",""Real dünya üzərində rəqəmsal örtüklər"",""Yüksək sürətli internet"",""Bir növ bulud""]","""Artırılmış Gerçeklik"" (AR) nedir?","","Что такое «дополненная реальность» (AR)?","","","","[""Фальшивый мир"",""Цифровые наложения на реальный мир"",""Высокоскоростной интернет"",""Разновидность облака""]","5","","","""Kengaytirilgan reallik"" (AR) nima?","69866e33d3cb6bca90c54831","2026-02-06T22:41:55.106000","2026-07-08T22:39:26.139000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"What does ""CPU"" stand for?","12","technology","[""Central Processing Unit"",""Computer Program Unit"",""Core Power Utility"",""Central Performance User""]","","0","[""Markaziy protsessor bloki"",""Kompyuter dasturi bloki"",""Asosiy quvvat manbai"",""Markaziy unumdorlik foydalanuvchisi""]","1","[""Central Processing Unit"",""Computer Program Unit"",""Core Power Utility"",""Central Performance User""]","""CPU"" nəyi ifadə edir?","[""Merkezi İşlem Birimi"",""Bilgisayar Program Birimi"",""Temel Güç Yardımcı Programı"",""Merkezi Performans Kullanıcısı""]","Co oznacza skrót ""CPU""?","","[""Mərkəzi Emal Bloku"",""Kompüter Proqramı Bloku"",""Əsas Enerji Utiliti"",""Mərkəzi Performans İstifadəçisi""]","""CPU"" ne anlama geliyor?","","Что означает аббревиатура ""CPU""?","CPU to skrót od Central Processing Unit, czyli jednostki centralnej, będącej głównym procesorem komputera.","","","[""Центральный процессор"",""Программный блок"",""Основная система электропитания"",""Центральный пользователь производительности""]","5","","","""CPU"" nimani anglatadi?","69866e32df6557ccfec94160","2026-02-06T22:41:54.995000","2026-07-08T22:43:30.927000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"Which of these is a ""Web Browser""?","12","technology","[""Word"",""Excel"",""Firefox"",""Photoshop""]","","2","[""Word"",""Excel"",""Firefox"",""Photoshop""]","1","[""Word"",""Excel"",""Firefox"",""Photoshop""]","Bunlardan hansı ""Veb Brauzer""dir?","[""Word"",""Excel"",""Firefox"",""Photoshop""]","Która z poniższych aplikacji jest przeglądarką internetową?","","[""Word"",""Excel"",""Firefox"",""Photoshop""]","Bunlardan hangisi bir ""Web Tarayıcısı""dır?","","Какой из этих вариантов является ""веб-браузером""?","","","","[""Word"",""Excel"",""Firefox"",""Photoshop""]","5","","","Ulardan qaysi biri ""Veb-brauzer""?","69866e32d59566c6325a7715","2026-02-06T22:41:54.840000","2026-07-08T22:43:32.236000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"What does ""LAN"" stand for?","12","technology","[""Local Area Network"",""Large Access Network"",""Local Array Node"",""Long Area Network""]","","0","[""Mahalliy tarmoq"",""Katta kirish tarmog'i"",""Mahalliy massiv tuguni"",""Uzoq maydonli tarmoq""]","1","[""Local Area Network"",""Large Access Network"",""Local Array Node"",""Long Area Network""]","""LAN"" nə deməkdir?","[""Yerel Alan Ağı"",""Büyük Erişim Ağı"",""Yerel Dizi Düğümü"",""Uzun Alan Ağı""]","Co oznacza skrót „LAN”?","","[""Yerli Şəbəkə"",""Böyük Giriş Şəbəkəsi"",""Yerli Massiv Düyünü"",""Uzun Sahə Şəbəkəsi""]","""LAN"" ne anlama geliyor?","","Что означает аббревиатура ""LAN""?","","","","[""Локальная сеть"",""Крупномасштабная сеть доступа"",""Локальный узел массива"",""Длинная сеть""]","5","","","""LAN"" nimani anglatadi?","69866e3257b77781a9271708","2026-02-06T22:41:54.738000","2026-07-08T22:43:38.055000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"What is ""Big Data""?","12","technology","[""A very large hard drive"",""Extremely large data sets analyzed computationally"",""A type of supercomputer"",""Internet history""]","","1","[""Juda katta qattiq disk"",""Hisoblash orqali tahlil qilingan juda katta ma'lumotlar to'plamlari"",""Superkompyuterning bir turi"",""Internet tarixi""]","1","[""Bardzo duży dysk twardy"",""Ekstremalnie duże zbiory danych analizowane obliczeniowo"",""Rodzaj superkomputera"",""Historia przeglądania Internetu""]","""Böyük Məlumatlar"" nədir?","[""Çok büyük bir sabit disk"",""Bilgisayar ortamında analiz edilen son derece büyük veri kümeleri"",""Bir tür süper bilgisayar"",""İnternet tarihi""]","Czym jest ""Big Data""?","","[""Çox böyük bir sərt disk"",""Hesablama yolu ilə təhlil edilən son dərəcə böyük məlumat dəstləri"",""Superkompüterin bir növü"",""İnternet tarixi""]","""Büyük Veri"" nedir?","","Что такое «большие данные»?","","","","[""Очень большой жесткий диск"",""Чрезвычайно большие наборы данных, анализируемые с помощью вычислительных методов"",""Тип суперкомпьютера"",""История интернета""]","5","","","""Katta ma'lumotlar"" nima?","69866e328b23512a190b0998","2026-02-06T22:41:54.641000","2026-07-08T22:43:40.838000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"Who is the CEO of Tesla?","12","technology","[""Jeff Bezos"",""Elon Musk"",""Tim Cook"",""Sundar Pichai""]","","1","[""Jeff Bezos"",""Elon Mask"",""Tim Kuk"",""Sundar Pichai""]","1","[""Jeff Bezos"",""Elon Musk"",""Tim Cook"",""Sundar Pichai""]","Teslanın baş direktoru kimdir?","[""Jeff Bezos"",""Elon Musk"",""Tim Cook"",""Sundar Pichai""]","Kto jest dyrektorem generalnym (CEO) firmy Tesla?","","[""Ceff Bezos"",""Elon Mask"",""Tim Kuk"",""Sundar Piçay""]","Tesla'nın CEO'su kim?","","Кто является генеральным директором Tesla?","","","","[""Джефф Безос"",""Илон Маск"",""Тим Кук"",""Сундар Пичаи""]","5","","","Tesla kompaniyasining bosh direktori kim?","69866e323ab5d56f26eb5601","2026-02-06T22:41:54.507000","2026-07-08T22:43:52.233000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"What does ""Wi-Fi"" stand for?","12","technology","[""Wireless Fiber"",""Wireless Fidelity"",""Wide Field"",""It is not an official abbreviation""]","","3","[""Simsiz tola"",""Simsiz sadoqat"",""Keng maydon"",""Bu rasmiy qisqartma emas""]","1","[""Wireless Fiber"",""Wireless Fidelity"",""Wide Field"",""Nie jest to oficjalny skrót""]","""Wi-Fi"" nə deməkdir?","[""Kablosuz Fiber"",""Kablosuz Bağlantı"",""Geniş Alan"",""Resmi bir kısaltma değildir""]","Co oznacza skrót „Wi-Fi”?","","[""Simsiz Lif"",""Simsiz Sədaqət"",""Geniş Sahə"",""Rəsmi ixtisarlar deyil""]","""Wi-Fi"" ne anlama geliyor?","","Что означает аббревиатура ""Wi-Fi""?","Wbrew powszechnemu przekonaniu, Wi-Fi nie jest skrótem od „Wireless Fidelity”. Organizacja Wi-Fi Alliance wyjaśniła, że nazwa została wybrana ze względów marketingowych i nie posiada żadnego rozwinięcia.","","","[""Беспроводное оптоволокно"",""Беспроводная точность"",""Широкое поле"",""Это неофициальная аббревиатура""]","5","","","""Wi-Fi"" nimani anglatadi?","69866e32e4b379ce22d7d6fb","2026-02-06T22:41:54.399000","2026-07-08T22:43:57.087000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
"What is ""Blockchain""?","12","technology","[""A locked hard drive"",""A decentralized, distributed ledger"",""A type of social network"",""A cloud storage system""]","","1","[""Qulflangan qattiq disk"",""Markazlashtirilmagan, taqsimlangan daftar"",""Ijtimoiy tarmoq turi"",""Bulutli saqlash tizimi""]","1","[""Zablokowany dysk twardy"",""Zdecentralizowana, rozproszona księga główna"",""Rodzaj sieci społecznościowej"",""System przechowywania danych w chmurze""]","""Blokçeyn"" nədir?","[""Kilitli bir sabit disk"",""Merkezi olmayan, dağıtılmış bir defter"",""Bir tür sosyal ağ"",""Bir bulut depolama sistemi""]","Czym jest blockchain?","","[""Kilidli sərt disk"",""Mərkəzləşdirilməmiş, paylanmış reyestr"",""Sosial şəbəkənin bir növü"",""Bulud saxlama sistemi""]","""Blockchain"" nedir?","","Что такое «блокчейн»?","","","","[""Заблокированный жесткий диск"",""Децентрализованный распределенный реестр"",""Тип социальной сети"",""Система облачного хранения""]","5","","","""Blokcheyn"" nima?","69866e327f0921635b250e58","2026-02-06T22:41:54.307000","2026-07-08T22:44:07.626000","service_2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7","service+2c30f18b-17b7-47bb-ab8f-ace37ed3a2f7@no-reply.base44.com","false"
